arr_size, iters, time
64, 10000000, 0.848596
64, 10000000, 0.840460
64, 10000000, 0.759895
64, 10000000, 0.760497
64, 10000000, 0.761561
64, 10000000, 1844674407370.725586
64, 10000000, 0.790368
64, 10000000, 0.808403
64, 10000000, 0.769179
64, 10000000, 0.757286
