arr_size, iters, time
131072, 100000, 4.377570
131072, 100000, 4.470260
131072, 100000, 4.444330
131072, 100000, 4.391410
131072, 100000, 4.449580
131072, 100000, 4.383680
131072, 100000, 4.561300
131072, 100000, 4.510980
131072, 100000, 6.108680
131072, 100000, 8.183410
131072, 100000, 8.375540
131072, 100000, 8.228440
131072, 100000, 8.294700
131072, 100000, 7.122640
131072, 100000, 7.499040
131072, 100000, 7.303530
131072, 100000, 7.454210
131072, 100000, 6.346190
131072, 100000, 6.814810
131072, 100000, 6.587440
131072, 100000, 6.478180
131072, 100000, 5.639110
131072, 100000, 5.813020
131072, 100000, 5.873490
131072, 100000, 5.635220
131072, 100000, 5.645670
131072, 100000, 5.853310
131072, 100000, 5.640740
131072, 100000, 5.643140
131072, 100000, 5.808390
131072, 100000, 5.861800
131072, 100000, 5.638540
131072, 100000, 5.795760
131072, 100000, 5.874210
131072, 100000, 5.650710
131072, 100000, 5.799870
131072, 100000, 5.867010
131072, 100000, 5.632050
131072, 100000, 5.633870
131072, 100000, 5.859650
131072, 100000, 5.636300
131072, 100000, 5.643070
131072, 100000, 5.891070
131072, 100000, 5.776880
131072, 100000, 5.640240
131072, 100000, 5.809450
131072, 100000, 5.895230
131072, 100000, 5.632900
131072, 100000, 5.634230
131072, 100000, 5.870410
131072, 100000, 5.649440
131072, 100000, 5.651970
131072, 100000, 5.652140
131072, 100000, 5.862580
131072, 100000, 5.637120
131072, 100000, 5.644710
131072, 100000, 6.107380
131072, 100000, 5.867000
131072, 100000, 5.635530
131072, 100000, 5.640920
131072, 100000, 5.804500
131072, 100000, 5.853340
131072, 100000, 5.676150
131072, 100000, 5.637840
131072, 100000, 5.800090
131072, 100000, 5.635180
131072, 100000, 5.640760
131072, 100000, 5.895560
131072, 100000, 5.788130
131072, 100000, 5.632180
131072, 100000, 5.638060
131072, 100000, 5.892250
131072, 100000, 5.786250
131072, 100000, 5.644180
131072, 100000, 5.642850
131072, 100000, 5.967400
131072, 100000, 5.639090
131072, 100000, 5.647720
131072, 100000, 5.879020
131072, 100000, 5.791890
131072, 100000, 5.702900
131072, 100000, 5.637700
131072, 100000, 5.801810
131072, 100000, 5.634600
131072, 100000, 5.682790
131072, 100000, 5.858960
131072, 100000, 5.798440
131072, 100000, 5.658050
131072, 100000, 5.646290
131072, 100000, 5.891480
131072, 100000, 5.986660
131072, 100000, 5.631720
131072, 100000, 5.642100
131072, 100000, 6.038190
131072, 100000, 5.864490
131072, 100000, 5.634280
131072, 100000, 5.640470
131072, 100000, 5.789230
131072, 100000, 5.640970
131072, 100000, 5.645270
131072, 100000, 5.888390
131072, 100000, 5.791600
131072, 100000, 5.794920
131072, 100000, 5.631810
131072, 100000, 5.813080
131072, 100000, 5.642530
131072, 100000, 5.805200
131072, 100000, 5.861720
131072, 100000, 5.800590
131072, 100000, 5.637220
131072, 100000, 5.638330
131072, 100000, 5.788540
131072, 100000, 5.649010
131072, 100000, 5.654290
131072, 100000, 5.880620
131072, 100000, 5.793860
131072, 100000, 5.641620
131072, 100000, 5.649940
131072, 100000, 5.786400
131072, 100000, 5.642060
131072, 100000, 5.682780
131072, 100000, 5.891600
131072, 100000, 5.788900
131072, 100000, 5.631760
131072, 100000, 5.882900
131072, 100000, 5.807210
131072, 100000, 5.636380
131072, 100000, 5.852640
131072, 100000, 5.806290
131072, 100000, 5.638980
131072, 100000, 5.638840
131072, 100000, 5.847960
131072, 100000, 5.647700
131072, 100000, 5.704550
131072, 100000, 5.816180
131072, 100000, 5.900260
131072, 100000, 5.642380
131072, 100000, 5.637680
131072, 100000, 5.873460
131072, 100000, 5.633340
131072, 100000, 5.633600
131072, 100000, 5.795420
131072, 100000, 5.868510
131072, 100000, 5.645050
131072, 100000, 5.641960
131072, 100000, 5.808750
131072, 100000, 6.030610
131072, 100000, 5.641320
131072, 100000, 5.637960
131072, 100000, 5.815480
131072, 100000, 5.904670
131072, 100000, 5.651010
131072, 100000, 5.704180
131072, 100000, 5.892750
131072, 100000, 5.804330
131072, 100000, 5.634210
131072, 100000, 5.862220
131072, 100000, 5.791280
131072, 100000, 5.649080
131072, 100000, 5.639970
131072, 100000, 5.858860
131072, 100000, 5.796640
131072, 100000, 5.634530
131072, 100000, 5.728770
131072, 100000, 5.676850
131072, 100000, 5.808350
131072, 100000, 5.636550
131072, 100000, 5.638990
131072, 100000, 6.071470
131072, 100000, 5.812520
131072, 100000, 5.653470
131072, 100000, 5.879040
131072, 100000, 5.775760
131072, 100000, 5.644460
131072, 100000, 5.655150
131072, 100000, 5.868980
131072, 100000, 5.645000
131072, 100000, 5.649180
131072, 100000, 5.868410
131072, 100000, 5.636200
131072, 100000, 5.636450
131072, 100000, 5.888920
131072, 100000, 5.857050
