arr_size, iters, time
524288, 1000, 425
524288, 1000, 160
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 149
524288, 1000, 144
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 148
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 148
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 149
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 147
524288, 1000, 147
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 147
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 150
524288, 1000, 221
524288, 1000, 146
524288, 1000, 149
524288, 1000, 144
524288, 1000, 146
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 150
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 150
524288, 1000, 147
524288, 1000, 149
524288, 1000, 144
524288, 1000, 150
524288, 1000, 144
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 144
524288, 1000, 149
524288, 1000, 147
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 147
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 144
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 144
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 143
524288, 1000, 150
524288, 1000, 146
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 144
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 144
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 172
524288, 1000, 152
524288, 1000, 146
524288, 1000, 152
524288, 1000, 149
524288, 1000, 150
524288, 1000, 150
524288, 1000, 146
524288, 1000, 148
524288, 1000, 150
524288, 1000, 149
524288, 1000, 147
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 150
524288, 1000, 148
524288, 1000, 150
524288, 1000, 148
524288, 1000, 152
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 146
524288, 1000, 151
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 146
524288, 1000, 152
524288, 1000, 150
524288, 1000, 148
524288, 1000, 151
524288, 1000, 147
524288, 1000, 149
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 148
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 147
524288, 1000, 151
524288, 1000, 147
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 152
524288, 1000, 146
524288, 1000, 149
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 150
524288, 1000, 152
524288, 1000, 148
524288, 1000, 149
524288, 1000, 146
524288, 1000, 153
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 148
524288, 1000, 146
524288, 1000, 150
524288, 1000, 149
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 152
524288, 1000, 149
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 147
524288, 1000, 151
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 150
524288, 1000, 146
524288, 1000, 152
524288, 1000, 149
524288, 1000, 150
524288, 1000, 149
524288, 1000, 152
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 147
524288, 1000, 148
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 149
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 151
524288, 1000, 146
524288, 1000, 152
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 151
524288, 1000, 147
524288, 1000, 148
524288, 1000, 150
524288, 1000, 148
524288, 1000, 146
524288, 1000, 152
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 148
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 146
524288, 1000, 152
524288, 1000, 146
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 151
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 178
524288, 1000, 151
524288, 1000, 150
524288, 1000, 149
524288, 1000, 149
524288, 1000, 149
524288, 1000, 152
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 147
524288, 1000, 149
524288, 1000, 147
524288, 1000, 148
524288, 1000, 144
524288, 1000, 148
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 146
524288, 1000, 146
524288, 1000, 147
524288, 1000, 147
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 146
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 150
524288, 1000, 147
524288, 1000, 146
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 148
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 147
524288, 1000, 149
524288, 1000, 149
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 150
524288, 1000, 143
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
524288, 1000, 149
524288, 1000, 146
