arr_size, iters, time
262144, 1000000, 26.939697
262144, 1000000, 17.591516
262144, 1000000, 13.336384
262144, 1000000, 10.377354
262144, 1000000, 8.956637
262144, 1000000, 8.015149
262144, 1000000, 7.671033
262144, 1000000, 6.985647
262144, 1000000, 6.269610
262144, 1000000, 5.514108
262144, 1000000, 5.481575
262144, 1000000, 4.809540
262144, 1000000, 4.784999
262144, 1000000, 4.161583
262144, 1000000, 4.162338
262144, 1000000, 3.584969
262144, 1000000, 4.162789
262144, 1000000, 3.467634
262144, 1000000, 5.802001
262144, 1000000, 4.159632
262144, 1000000, 1.185831
262144, 1000000, 1.201013
262144, 1000000, 1.172995
262144, 1000000, 1.191941
262144, 1000000, 1.154520
262144, 1000000, 1.211171
262144, 1000000, 1.575604
262144, 1000000, 1.172600
262144, 1000000, 1.189265
262144, 1000000, 1.177109
262144, 1000000, 1.189261
262144, 1000000, 1.154840
262144, 1000000, 1.219906
262144, 1000000, 1.170199
262144, 1000000, 1.189506
262144, 1000000, 1.170622
262144, 1000000, 1.188633
262144, 1000000, 1.152721
262144, 1000000, 1.188516
262144, 1000000, 1.170415
262144, 1000000, 1.167722
262144, 1000000, 1.170479
262144, 1000000, 1.166694
262144, 1000000, 1.153587
262144, 1000000, 1.168639
262144, 1000000, 1.216605
262144, 1000000, 1.170005
262144, 1000000, 1.204218
262144, 1000000, 1.168459
262144, 1000000, 1.173565
262144, 1000000, 1.230141
262144, 1000000, 1.168881
262144, 1000000, 1.168832
262144, 1000000, 1.256297
262144, 1000000, 1.250759
262144, 1000000, 1.151247
262144, 1000000, 1.169557
262144, 1000000, 1.168973
262144, 1000000, 1.386940
262144, 1000000, 1.170583
262144, 1000000, 1.187469
262144, 1000000, 1.319853
262144, 1000000, 1.186464
262144, 1000000, 1.189484
262144, 1000000, 1.169182
262144, 1000000, 1.188377
262144, 1000000, 1.169544
262144, 1000000, 1.170998
262144, 1000000, 1.170653
262144, 1000000, 1.223681
262144, 1000000, 1.170271
262144, 1000000, 1.187883
262144, 1000000, 1.168857
262144, 1000000, 1.301187
262144, 1000000, 1.440340
262144, 1000000, 1.287673
262144, 1000000, 1.305846
262144, 1000000, 1.293903
262144, 1000000, 1.311860
262144, 1000000, 1.288482
262144, 1000000, 1.257004
262144, 1000000, 1.284213
262144, 1000000, 1.287114
262144, 1000000, 1.272890
262144, 1000000, 1.287029
262144, 1000000, 1.289410
262144, 1000000, 1.251456
262144, 1000000, 1.268973
262144, 1000000, 1.268067
262144, 1000000, 1.256684
262144, 1000000, 1.515527
262144, 1000000, 1.272964
262144, 1000000, 1.269292
262144, 1000000, 1.255008
262144, 1000000, 1.286931
262144, 1000000, 1.460103
262144, 1000000, 1.268780
262144, 1000000, 1.304477
262144, 1000000, 1.312973
262144, 1000000, 1.251282
