1024, 1000000, 31.504809
1024, 1000000, 21.926843
1024, 1000000, 16.890101
1024, 1000000, 13.373328
1024, 1000000, 10.249215
1024, 1000000, 8.297031
1024, 1000000, 7.150937
1024, 1000000, 6.143480
1024, 1000000, 5.498007
1024, 1000000, 5.304146
1024, 1000000, 4.387746
1024, 1000000, 3.494631
1024, 1000000, 2.995918
1024, 1000000, 2.996831
1024, 1000000, 2.929057
1024, 1000000, 2.481264
1024, 1000000, 2.480810
1024, 1000000, 2.478751
1024, 1000000, 1.990275
1024, 1000000, 1.988315
1024, 1000000, 1.997806
1024, 1000000, 2.002479
1024, 1000000, 1.685162
1024, 1000000, 1.644723
1024, 1000000, 1.680997
1024, 1000000, 1.589248
1024, 1000000, 1.570216
1024, 1000000, 1.162471
1024, 1000000, 1.132830
1024, 1000000, 1.150355
1024, 1000000, 1.165300
1024, 1000000, 1.229808
1024, 1000000, 1.520077
1024, 1000000, 1.178143
1024, 1000000, 1.175462
1024, 1000000, 1.158342
1024, 1000000, 1.172743
1024, 1000000, 1.150626
1024, 1000000, 1.167494
1024, 1000000, 1.396832
1024, 1000000, 1.175349
1024, 1000000, 1.154645
1024, 1000000, 1.175028
1024, 1000000, 1.171919
1024, 1000000, 1.239426
1024, 1000000, 1.205509
1024, 1000000, 1.202832
1024, 1000000, 1.158541
1024, 1000000, 1.385464
1024, 1000000, 1.174966
1024, 1000000, 1.172461
1024, 1000000, 1.174369
1024, 1000000, 1.172026
1024, 1000000, 1.247792
1024, 1000000, 1.153742
1024, 1000000, 1.149829
1024, 1000000, 1.166856
1024, 1000000, 1.391461
1024, 1000000, 1.174653
1024, 1000000, 1.205337
1024, 1000000, 1.217145
1024, 1000000, 1.233008
1024, 1000000, 1.200549
1024, 1000000, 1.167658
1024, 1000000, 1.165341
1024, 1000000, 1.152968
1024, 1000000, 1.169636
1024, 1000000, 1.217802
1024, 1000000, 1.207348
1024, 1000000, 1.177038
1024, 1000000, 1.151990
1024, 1000000, 1.174116
1024, 1000000, 1.171956
1024, 1000000, 1.131646
1024, 1000000, 1.373733
1024, 1000000, 1.213338
1024, 1000000, 1.189905
1024, 1000000, 1.153178
1024, 1000000, 1.193601
1024, 1000000, 1.152230
1024, 1000000, 1.157721
1024, 1000000, 1.238188
1024, 1000000, 1.188070
1024, 1000000, 1.168180
1024, 1000000, 1.357441
1024, 1000000, 1.175511
1024, 1000000, 1.155007
1024, 1000000, 1.156983
1024, 1000000, 1.205679
1024, 1000000, 1.245290
1024, 1000000, 1.173377
1024, 1000000, 1.150528
1024, 1000000, 1.166877
1024, 1000000, 1.363437
1024, 1000000, 4.779226
1024, 1000000, 1.190676
1024, 1000000, 1.242634
1024, 1000000, 1.170840
1024, 1000000, 1.175047
1024, 1000000, 1.171820
1024, 1000000, 1.158304
1024, 1000000, 1.155341
1024, 1000000, 1.197614
