arr_size, iters, time
4194304, 1000000, 30.042616
4194304, 1000000, 22.287579
4194304, 1000000, 17.514598
4194304, 1000000, 13.550214
4194304, 1000000, 10.584386
4194304, 1000000, 33.121463
4194304, 1000000, 21.135452
4194304, 1000000, 33.254908
4194304, 1000000, 20.732149
4194304, 1000000, 33.573193
4194304, 1000000, 21.168373
4194304, 1000000, 33.195055
4194304, 1000000, 20.585678
4194304, 1000000, 33.621957
4194304, 1000000, 24.537370
4194304, 1000000, 17.892424
4194304, 1000000, 13.413146
4194304, 1000000, 10.601446
4194304, 1000000, 8.471012
4194304, 1000000, 7.640535
4194304, 1000000, 7.020500
4194304, 1000000, 6.268748
4194304, 1000000, 5.508144
4194304, 1000000, 5.475291
4194304, 1000000, 4.811244
4194304, 1000000, 4.760001
4194304, 1000000, 4.154397
4194304, 1000000, 4.155577
4194304, 1000000, 3.556053
4194304, 1000000, 3.556822
4194304, 1000000, 3.485261
4194304, 1000000, 2.997063
4194304, 1000000, 2.997493
4194304, 1000000, 2.905270
4194304, 1000000, 2.472259
4194304, 1000000, 2.478218
4194304, 1000000, 2.424057
4194304, 1000000, 2.005334
4194304, 1000000, 2.012599
4194304, 1000000, 1.995767
4194304, 1000000, 1.696496
4194304, 1000000, 1.607338
4194304, 1000000, 1.579894
4194304, 1000000, 1.639176
4194304, 1000000, 1.524684
4194304, 1000000, 1.173584
4194304, 1000000, 1.174398
4194304, 1000000, 1.174738
4194304, 1000000, 1.173786
4194304, 1000000, 1.365172
4194304, 1000000, 1.272637
4194304, 1000000, 1.166898
4194304, 1000000, 1.151244
4194304, 1000000, 1.167292
4194304, 1000000, 1.156928
4194304, 1000000, 1.175459
4194304, 1000000, 1.172594
4194304, 1000000, 1.134382
4194304, 1000000, 1.206472
4194304, 1000000, 1.156492
4194304, 1000000, 1.175025
4194304, 1000000, 1.172227
4194304, 1000000, 1.239205
4194304, 1000000, 1.167233
4194304, 1000000, 1.139946
4194304, 1000000, 1.240990
4194304, 1000000, 1.173152
4194304, 1000000, 1.150484
4194304, 1000000, 1.167138
4194304, 1000000, 1.156524
4194304, 1000000, 1.174933
4194304, 1000000, 1.394791
4194304, 1000000, 1.203623
4194304, 1000000, 1.167208
4194304, 1000000, 33.461861
4194304, 1000000, 23.820558
4194304, 1000000, 16.771371
4194304, 1000000, 12.821879
4194304, 1000000, 11.006423
4194304, 1000000, 9.841885
4194304, 1000000, 8.849308
4194304, 1000000, 7.978543
4194304, 1000000, 7.093568
4194304, 1000000, 6.880192
4194304, 1000000, 6.242083
4194304, 1000000, 5.501736
4194304, 1000000, 5.419401
4194304, 1000000, 4.800341
4194304, 1000000, 4.729180
4194304, 1000000, 4.151538
4194304, 1000000, 4.137878
4194304, 1000000, 3.549185
4194304, 1000000, 3.553348
4194304, 1000000, 3.475326
4194304, 1000000, 2.997793
4194304, 1000000, 2.998771
4194304, 1000000, 2.916010
4194304, 1000000, 2.481362
4194304, 1000000, 2.481472
4194304, 1000000, 2.448384
