arr_size, iters, time
16777216, 100000, 79788
16777216, 100000, 79808
16777216, 100000, 79593
16777216, 100000, 79531
16777216, 100000, 79519
16777216, 100000, 79728
16777216, 100000, 79815
16777216, 100000, 79558
16777216, 100000, 79538
16777216, 100000, 79727
16777216, 100000, 79744
16777216, 100000, 79506
16777216, 100000, 79534
16777216, 100000, 79762
16777216, 100000, 79841
16777216, 100000, 79638
16777216, 100000, 79532
16777216, 100000, 79532
16777216, 100000, 79664
16777216, 100000, 79608
16777216, 100000, 79835
16777216, 100000, 79546
16777216, 100000, 79505
16777216, 100000, 79581
16777216, 100000, 79509
16777216, 100000, 79500
16777216, 100000, 79538
16777216, 100000, 85205
16777216, 100000, 79586
16777216, 100000, 79655
16777216, 100000, 79858
16777216, 100000, 79856
16777216, 100000, 79395
16777216, 100000, 79791
16777216, 100000, 79851
16777216, 100000, 79650
16777216, 100000, 79753
16777216, 100000, 79486
16777216, 100000, 79746
16777216, 100000, 79751
16777216, 100000, 79598
16777216, 100000, 79591
16777216, 100000, 79658
16777216, 100000, 79622
16777216, 100000, 79540
16777216, 100000, 79584
16777216, 100000, 79564
16777216, 100000, 79570
16777216, 100000, 79564
16777216, 100000, 82027
