arr_size, iters, time
4096, 100000, 158955
4096, 100000, 160314
4096, 100000, 149135
4096, 100000, 309516
4096, 100000, 317487
4096, 100000, 82123
4096, 100000, 81935
4096, 100000, 84507
4096, 100000, 82074
4096, 100000, 81984
4096, 100000, 81965
4096, 100000, 81852
4096, 100000, 82026
4096, 100000, 81922
4096, 100000, 82696
4096, 100000, 85257
4096, 100000, 159323
4096, 100000, 110714
4096, 100000, 110789
4096, 100000, 110426
4096, 100000, 79488
4096, 100000, 79365
4096, 100000, 79457
4096, 100000, 79442
4096, 100000, 79394
4096, 100000, 81882
4096, 100000, 81969
4096, 100000, 165217
4096, 100000, 149171
4096, 100000, 149610
4096, 100000, 181671
4096, 100000, 84835
4096, 100000, 84707
4096, 100000, 84596
4096, 100000, 94046
4096, 100000, 84655
4096, 100000, 150887
4096, 100000, 141209
4096, 100000, 140876
4096, 100000, 134539
4096, 100000, 81945
4096, 100000, 82044
4096, 100000, 81993
4096, 100000, 81998
4096, 100000, 82143
4096, 100000, 169731
4096, 100000, 158965
4096, 100000, 159213
4096, 100000, 149389
4096, 100000, 149813
