arr_size, iters, time
16777216, 1000000, 24.080230
16777216, 1000000, 34.124256
16777216, 1000000, 31.405758
16777216, 1000000, 32.813494
16777216, 1000000, 21.040115
16777216, 1000000, 15.408763
16777216, 1000000, 11.847886
16777216, 1000000, 10.077180
16777216, 1000000, 9.009759
16777216, 1000000, 8.730408
16777216, 1000000, 7.866264
16777216, 1000000, 7.088931
16777216, 1000000, 6.285112
16777216, 1000000, 5.628704
16777216, 1000000, 4.805046
16777216, 1000000, 4.293155
16777216, 1000000, 3.553910
16777216, 1000000, 3.219048
16777216, 1000000, 2.987538
16777216, 1000000, 2.484436
16777216, 1000000, 2.483277
16777216, 1000000, 2.482746
16777216, 1000000, 2.477817
16777216, 1000000, 2.484333
16777216, 1000000, 2.486485
16777216, 1000000, 2.521778
16777216, 1000000, 2.007878
16777216, 1000000, 1.996928
16777216, 1000000, 1.991542
16777216, 1000000, 1.965962
16777216, 1000000, 1.574312
16777216, 1000000, 1.563303
16777216, 1000000, 1.616604
16777216, 1000000, 1.714924
16777216, 1000000, 1.157007
16777216, 1000000, 1.157177
16777216, 1000000, 1.372138
16777216, 1000000, 1.160397
16777216, 1000000, 1.158897
16777216, 1000000, 1.194060
16777216, 1000000, 1.158507
16777216, 1000000, 1.161210
16777216, 1000000, 1.155520
16777216, 1000000, 1.154710
16777216, 1000000, 1.475185
16777216, 1000000, 1.379100
16777216, 1000000, 1.214841
16777216, 1000000, 1.385480
16777216, 1000000, 1.160536
16777216, 1000000, 1.154968
16777216, 1000000, 1.152224
16777216, 1000000, 1.153503
16777216, 1000000, 1.143215
16777216, 1000000, 1.209624
16777216, 1000000, 1.197218
16777216, 1000000, 1.194802
16777216, 1000000, 1.151122
16777216, 1000000, 1.365347
16777216, 1000000, 1.161462
16777216, 1000000, 1.194145
16777216, 1000000, 1.228856
16777216, 1000000, 1.225543
16777216, 1000000, 1.142527
16777216, 1000000, 1.158705
16777216, 1000000, 1.157774
16777216, 1000000, 1.161493
16777216, 1000000, 1.390432
16777216, 1000000, 1.248009
16777216, 1000000, 1.164429
16777216, 1000000, 1.139919
16777216, 1000000, 1.195560
16777216, 1000000, 1.176467
16777216, 1000000, 1.144330
16777216, 1000000, 1.161310
16777216, 1000000, 1.216137
16777216, 1000000, 1.138920
16777216, 1000000, 1.153730
16777216, 1000000, 1.154676
16777216, 1000000, 33.813227
16777216, 1000000, 21.519249
16777216, 1000000, 15.660364
16777216, 1000000, 12.002244
16777216, 1000000, 10.256156
16777216, 1000000, 8.992060
16777216, 1000000, 7.716126
16777216, 1000000, 6.948808
16777216, 1000000, 6.267744
16777216, 1000000, 6.011756
16777216, 1000000, 5.484607
16777216, 1000000, 4.801103
16777216, 1000000, 4.807872
16777216, 1000000, 4.154365
16777216, 1000000, 4.151069
16777216, 1000000, 3.991802
16777216, 1000000, 3.555913
16777216, 1000000, 3.498837
16777216, 1000000, 2.998725
16777216, 1000000, 2.997792
16777216, 1000000, 3.181163
16777216, 1000000, 2.494777
