arr_size, iters, time
8388608, 100000, 79540
8388608, 100000, 79623
8388608, 100000, 79551
8388608, 100000, 79611
8388608, 100000, 79594
8388608, 100000, 79893
8388608, 100000, 86846
8388608, 100000, 79737
8388608, 100000, 79582
8388608, 100000, 79600
8388608, 100000, 79757
8388608, 100000, 79558
8388608, 100000, 79536
8388608, 100000, 79515
8388608, 100000, 79508
8388608, 100000, 79538
8388608, 100000, 84826
8388608, 100000, 79538
8388608, 100000, 84784
8388608, 100000, 79485
8388608, 100000, 79639
8388608, 100000, 79511
8388608, 100000, 79774
8388608, 100000, 79903
8388608, 100000, 79495
8388608, 100000, 79652
8388608, 100000, 79653
8388608, 100000, 79607
8388608, 100000, 79533
8388608, 100000, 79651
8388608, 100000, 79891
8388608, 100000, 79646
8388608, 100000, 79625
8388608, 100000, 79752
8388608, 100000, 79564
8388608, 100000, 79569
8388608, 100000, 79823
8388608, 100000, 79522
8388608, 100000, 79587
8388608, 100000, 79594
8388608, 100000, 79556
8388608, 100000, 79752
8388608, 100000, 79609
8388608, 100000, 79468
8388608, 100000, 79749
8388608, 100000, 79529
8388608, 100000, 79487
8388608, 100000, 79429
8388608, 100000, 79514
8388608, 100000, 87192
