arr_size, iters, time
8192, 1000000, 33.440642
8192, 1000000, 20.400494
8192, 1000000, 14.849599
8192, 1000000, 11.993998
8192, 1000000, 9.931001
8192, 1000000, 8.915310
8192, 1000000, 8.030745
8192, 1000000, 7.137862
8192, 1000000, 6.935168
8192, 1000000, 6.281128
8192, 1000000, 5.514095
8192, 1000000, 5.444786
8192, 1000000, 4.814584
8192, 1000000, 4.745206
8192, 1000000, 4.163218
8192, 1000000, 4.141734
8192, 1000000, 3.570883
8192, 1000000, 3.564075
8192, 1000000, 3.478014
8192, 1000000, 3.013775
8192, 1000000, 3.002430
8192, 1000000, 2.484865
8192, 1000000, 2.486500
8192, 1000000, 2.539151
8192, 1000000, 2.438670
8192, 1000000, 2.020805
8192, 1000000, 2.000976
8192, 1000000, 1.999941
8192, 1000000, 1.942047
8192, 1000000, 1.587013
8192, 1000000, 1.796573
8192, 1000000, 1.577865
8192, 1000000, 1.232147
8192, 1000000, 1.222929
8192, 1000000, 1.167183
8192, 1000000, 1.142530
8192, 1000000, 1.171289
8192, 1000000, 1.252301
8192, 1000000, 1.165901
8192, 1000000, 1.229139
8192, 1000000, 1.167602
8192, 1000000, 1.159337
8192, 1000000, 1.166068
8192, 1000000, 1.142089
8192, 1000000, 1.162861
8192, 1000000, 1.143407
8192, 1000000, 1.215977
8192, 1000000, 1.145600
8192, 1000000, 1.165851
8192, 1000000, 1.147103
8192, 1000000, 1.222170
8192, 1000000, 1.143366
8192, 1000000, 1.165668
8192, 1000000, 1.147102
8192, 1000000, 1.217665
8192, 1000000, 1.146913
8192, 1000000, 1.150107
8192, 1000000, 1.143858
8192, 1000000, 1.159638
8192, 1000000, 1.145098
8192, 1000000, 1.187243
8192, 1000000, 1.195182
8192, 1000000, 1.136481
8192, 1000000, 1.155671
8192, 1000000, 1.159176
8192, 1000000, 1.142202
8192, 1000000, 1.139373
8192, 1000000, 1.227641
8192, 1000000, 1.205788
8192, 1000000, 1.216859
8192, 1000000, 1.379325
8192, 1000000, 1.166570
8192, 1000000, 1.543662
8192, 1000000, 1.215221
8192, 1000000, 1.144048
8192, 1000000, 1.208643
8192, 1000000, 1.163888
8192, 1000000, 1.159739
8192, 1000000, 1.157703
8192, 1000000, 1.136784
8192, 1000000, 1.161727
8192, 1000000, 1.169728
8192, 1000000, 1.158292
8192, 1000000, 1.368358
8192, 1000000, 1.159096
8192, 1000000, 1.153673
8192, 1000000, 1.181640
8192, 1000000, 1.147501
8192, 1000000, 1.158859
8192, 1000000, 1.160344
8192, 1000000, 1.383266
8192, 1000000, 1.165775
8192, 1000000, 1.142551
8192, 1000000, 1.139557
8192, 1000000, 1.176084
8192, 1000000, 1.373168
8192, 1000000, 1.165211
8192, 1000000, 1.175695
8192, 1000000, 1.140024
8192, 1000000, 1.161043
