arr_size, iters, time
16777216, 1000, 1.758000
16777216, 1000, 9.608000
16777216, 1000, 1.781000
16777216, 1000, 1.621000
16777216, 1000, 1.718000
16777216, 1000, 1.657000
16777216, 1000, 1.694000
16777216, 1000, 1.763000
16777216, 1000, 1.730000
16777216, 1000, 1.623000
16777216, 1000, 2.618000
16777216, 1000, 1.756000
16777216, 1000, 1.724000
16777216, 1000, 1.675000
16777216, 1000, 1.688000
16777216, 1000, 1.943000
16777216, 1000, 1.769000
16777216, 1000, 1.706000
16777216, 1000, 1.683000
16777216, 1000, 1.735000
16777216, 1000, 1.681000
16777216, 1000, 1.814000
16777216, 1000, 1.711000
16777216, 1000, 1.748000
16777216, 1000, 1.629000
16777216, 1000, 1.664000
16777216, 1000, 1.669000
16777216, 1000, 4.184000
16777216, 1000, 1.691000
16777216, 1000, 1.664000
16777216, 1000, 1.739000
16777216, 1000, 1.733000
16777216, 1000, 1.734000
16777216, 1000, 1.767000
16777216, 1000, 2.230000
16777216, 1000, 1.682000
16777216, 1000, 1.739000
16777216, 1000, 1.729000
16777216, 1000, 1.744000
16777216, 1000, 1.690000
16777216, 1000, 1.696000
16777216, 1000, 1.695000
16777216, 1000, 1.724000
16777216, 1000, 1.744000
16777216, 1000, 1.716000
16777216, 1000, 1.757000
16777216, 1000, 1.761000
16777216, 1000, 1.726000
16777216, 1000, 1.697000
16777216, 1000, 1.907000
16777216, 1000, 1.721000
16777216, 1000, 1.698000
16777216, 1000, 1.635000
16777216, 1000, 1.691000
16777216, 1000, 1.740000
16777216, 1000, 1.702000
16777216, 1000, 1.754000
16777216, 1000, 1.673000
16777216, 1000, 9.982000
16777216, 1000, 7.240000
16777216, 1000, 1.737000
16777216, 1000, 1.733000
16777216, 1000, 1.834000
16777216, 1000, 2.644000
16777216, 1000, 2.601000
16777216, 1000, 1.765000
16777216, 1000, 1.697000
16777216, 1000, 1.710000
16777216, 1000, 1.620000
16777216, 1000, 1.749000
16777216, 1000, 1.726000
16777216, 1000, 2.301000
16777216, 1000, 1.665000
16777216, 1000, 1.691000
16777216, 1000, 1.637000
16777216, 1000, 2.620000
16777216, 1000, 2.618000
16777216, 1000, 2.590000
16777216, 1000, 2.687000
16777216, 1000, 1.865000
16777216, 1000, 1.643000
16777216, 1000, 1.693000
16777216, 1000, 1.638000
16777216, 1000, 1.626000
16777216, 1000, 2.541000
16777216, 1000, 1.691000
16777216, 1000, 1.704000
16777216, 1000, 1.701000
