arr_size, iters, time
16777216, 1000000, 1.407503
16777216, 1000000, 1.416912
16777216, 1000000, 1.414162
16777216, 1000000, 1.414209
16777216, 1000000, 1.415380
16777216, 1000000, 1.485723
16777216, 1000000, 1.459171
16777216, 1000000, 1.419529
16777216, 1000000, 1.406464
16777216, 1000000, 1.417914
16777216, 1000000, 1.416792
16777216, 1000000, 1.415527
16777216, 1000000, 1.416993
16777216, 1000000, 1.488924
16777216, 1000000, 1.412757
16777216, 1000000, 1.463631
16777216, 1000000, 1.413941
16777216, 1000000, 1.446187
16777216, 1000000, 1.418377
16777216, 1000000, 1.537869
16777216, 1000000, 1.477731
16777216, 1000000, 1.423032
16777216, 1000000, 1.419990
16777216, 1000000, 1.411694
16777216, 1000000, 1.411735
16777216, 1000000, 1.415998
16777216, 1000000, 1.410657
16777216, 1000000, 1.435214
16777216, 1000000, 1.416398
16777216, 1000000, 1.414854
16777216, 1000000, 1.469005
16777216, 1000000, 1.664476
16777216, 1000000, 1.415793
16777216, 1000000, 1.419678
16777216, 1000000, 1.533273
16777216, 1000000, 1.414777
16777216, 1000000, 1.490250
16777216, 1000000, 2.007071
16777216, 1000000, 1.503183
16777216, 1000000, 2.318847
16777216, 1000000, 2.802347
16777216, 1000000, 1.411465
16777216, 1000000, 1.411532
16777216, 1000000, 1.409593
16777216, 1000000, 1.412433
16777216, 1000000, 1.411948
16777216, 1000000, 1.410488
16777216, 1000000, 1.461765
16777216, 1000000, 1.434475
16777216, 1000000, 1.408900
16777216, 1000000, 1.414690
16777216, 1000000, 1.437256
16777216, 1000000, 1.421480
16777216, 1000000, 1.441858
16777216, 1000000, 1.411751
16777216, 1000000, 1.446069
16777216, 1000000, 1.413859
16777216, 1000000, 1.412588
16777216, 1000000, 1.414217
16777216, 1000000, 1.415439
16777216, 1000000, 1.413232
16777216, 1000000, 1.410361
16777216, 1000000, 1.408231
16777216, 1000000, 1.414412
16777216, 1000000, 1.412667
16777216, 1000000, 1.416564
16777216, 1000000, 1.422461
16777216, 1000000, 1.410050
16777216, 1000000, 5.921100
16777216, 1000000, 1.422122
16777216, 1000000, 1.408200
16777216, 1000000, 1.406655
16777216, 1000000, 1.407141
16777216, 1000000, 1.426997
16777216, 1000000, 1.411365
16777216, 1000000, 1.405724
16777216, 1000000, 1.415968
16777216, 1000000, 1.435822
16777216, 1000000, 1.408846
16777216, 1000000, 1.407598
