arr_size, iters, time
524288, 1000000, 30.999964
524288, 1000000, 34.160135
524288, 1000000, 22.131277
524288, 1000000, 15.677968
524288, 1000000, 12.060594
524288, 1000000, 10.123803
524288, 1000000, 9.016405
524288, 1000000, 7.726155
524288, 1000000, 6.949973
524288, 1000000, 6.257863
524288, 1000000, 6.005621
524288, 1000000, 5.474949
524288, 1000000, 4.801133
524288, 1000000, 4.766303
524288, 1000000, 4.169432
524288, 1000000, 4.151225
524288, 1000000, 3.559179
524288, 1000000, 3.552953
524288, 1000000, 3.823327
524288, 1000000, 2.999835
524288, 1000000, 2.990244
524288, 1000000, 4.683125
524288, 1000000, 3.022281
524288, 1000000, 2.466625
524288, 1000000, 2.000258
524288, 1000000, 2.002902
524288, 1000000, 2.008050
524288, 1000000, 1.704912
524288, 1000000, 1.597146
524288, 1000000, 1.992032
524288, 1000000, 1.590180
524288, 1000000, 1.157220
524288, 1000000, 1.191558
524288, 1000000, 1.157993
524288, 1000000, 1.158737
524288, 1000000, 1.173398
524288, 1000000, 1.242268
524288, 1000000, 1.171576
524288, 1000000, 1.174910
524288, 1000000, 1.172494
524288, 1000000, 1.157620
524288, 1000000, 1.177558
524288, 1000000, 1.176458
524288, 1000000, 1.210168
524288, 1000000, 1.177369
524288, 1000000, 1.186577
524288, 1000000, 1.173579
524288, 1000000, 1.171677
524288, 1000000, 1.174816
524288, 1000000, 1.212103
524288, 1000000, 1.298206
524288, 1000000, 1.390146
524288, 1000000, 1.382290
524288, 1000000, 1.218142
524288, 1000000, 1.229074
524288, 1000000, 1.195191
524288, 1000000, 1.183301
524288, 1000000, 1.299718
524288, 1000000, 1.192559
524288, 1000000, 1.169112
524288, 1000000, 1.368560
524288, 1000000, 1.183494
524288, 1000000, 1.866411
524288, 1000000, 7.849514
524288, 1000000, 1.973446
524288, 1000000, 33.631415
524288, 1000000, 21.417434
524288, 1000000, 33.434689
524288, 1000000, 21.036285
524288, 1000000, 15.430803
524288, 1000000, 11.860869
524288, 1000000, 10.081308
524288, 1000000, 8.511806
524288, 1000000, 7.658155
524288, 1000000, 6.961293
524288, 1000000, 5.816935
524288, 1000000, 4.688263
524288, 1000000, 3.833817
524288, 1000000, 3.108961
524288, 1000000, 2.490430
524288, 1000000, 2.479286
524288, 1000000, 2.493629
524288, 1000000, 1.943715
524288, 1000000, 1.472294
524288, 1000000, 1.150154
524288, 1000000, 1.166551
524288, 1000000, 1.171148
524288, 1000000, 1.188391
524288, 1000000, 1.156972
524288, 1000000, 1.520865
524288, 1000000, 1.151235
524288, 1000000, 1.405611
524288, 1000000, 1.365269
524288, 1000000, 1.224770
524288, 1000000, 1.172169
524288, 1000000, 1.193266
524288, 1000000, 1.167556
524288, 1000000, 1.385752
524288, 1000000, 1.176269
524288, 1000000, 1.166285
